Sl.no     |Class          |Prior          |Word           |log(Probablity) 
11609     |neg            |0.5            |vulgarity      |-11.891651812999738 
11610     |neg            |0.5            |exley          |-12.990264101667847 
11611     |neg            |0.5            |shaved         |-11.891651812999738 
11612     |neg            |0.5            |peet           |-10.592368828869477 
11613     |neg            |0.5            |injured        |-10.793039524331629 
11614     |neg            |0.5            |scully         |-10.910822559988011 
11615     |neg            |0.5            |peer           |-11.380826189233748 
11616     |neg            |0.5            |snob           |-11.891651812999738 
11617     |neg            |0.5            |foley          |-10.793039524331629 
11618     |neg            |0.5            |bought         |-10.282213900565637 
11619     |neg            |0.5            |peel           |-10.592368828869477 
11620     |neg            |0.5            |impressions    |-11.603969740547956 
11621     |neg            |0.5            |verge          |-11.198504632439793 
11622     |neg            |0.5            |omegahedron    |-11.044353952612534 
11623     |neg            |0.5            |rudolph        |-11.198504632439793 
11624     |neg            |0.5            |schrader       |-11.891651812999738 
11625     |neg            |0.5            |ineffectual    |-10.910822559988011 
11626     |neg            |0.5            |tensions       |-11.603969740547956 
11627     |neg            |0.5            |policemen      |-11.603969740547956 
11628     |neg            |0.5            |retains        |-11.603969740547956 
11629     |neg            |0.5            |roland         |-11.198504632439793 
11630     |neg            |0.5            |environments   |-12.297116921107902 
11631     |neg            |0.5            |arrow          |-10.592368828869477 
11632     |neg            |0.5            |reign          |-11.380826189233748 
11633     |neg            |0.5            |manner         |-9.326702455538202 
11634     |neg            |0.5            |elias          |-12.297116921107902 
11635     |neg            |0.5            |members        |-8.895919539445748 
11636     |neg            |0.5            |stock          |-9.406745163211738 
11637     |neg            |0.5            |matthew        |-9.09844380355722 
11638     |neg            |0.5            |overkill       |-11.380826189233748 
11639     |neg            |0.5            |distraught     |-11.603969740547956 
11640     |neg            |0.5            |heroin         |-10.351206772052588 
11641     |neg            |0.5            |heroic         |-11.044353952612534 
11642     |neg            |0.5            |pego           |-10.910822559988011 
11643     |neg            |0.5            |hortense       |-12.990264101667847 
11644     |neg            |0.5            |chick          |-10.282213900565637 
11645     |neg            |0.5            |senator        |-11.044353952612534 
11646     |neg            |0.5            |spooky         |-10.687679008673802 
11647     |neg            |0.5            |girlfriend     |-8.54761284517753 
11648     |neg            |0.5            |snow           |-10.793039524331629 
11649     |neg            |0.5            |clumsily       |-11.198504632439793 
11650     |neg            |0.5            |we're          |-8.365291288383577 
11651     |neg            |0.5            |durham         |-11.198504632439793 
11652     |neg            |0.5            |rarely         |-9.406745163211738 
11653     |neg            |0.5            |inkpot         |-11.380826189233748 
11654     |neg            |0.5            |fruit          |-10.793039524331629 
11655     |neg            |0.5            |cause          |-9.463903577051687 
11656     |neg            |0.5            |despise        |-11.603969740547956 
11657     |neg            |0.5            |bulworth       |-11.891651812999738 
11658     |neg            |0.5            |genetics       |-12.297116921107902 
11659     |neg            |0.5            |vulgar         |-11.198504632439793 
11660     |neg            |0.5            |niro's         |-12.297116921107902 
11661     |neg            |0.5            |intended       |-9.14011649995779 
11662     |neg            |0.5            |design         |-9.658059591492643 
11663     |neg            |0.5            |explanations   |-10.910822559988011 
11664     |neg            |0.5            |working        |-8.672775988131537 
11665     |neg            |0.5            |redeem         |-11.891651812999738 
11666     |neg            |0.5            |victim         |-9.326702455538202 
11667     |neg            |0.5            |skull          |-10.910822559988011 
11668     |neg            |0.5            |conformity     |-12.990264101667847 
11669     |neg            |0.5            |department     |-9.771388276799646 
11670     |neg            |0.5            |complicating   |-12.297116921107902 
11671     |neg            |0.5            |chief          |-9.406745163211738 
11672     |neg            |0.5            |bobby's        |-12.297116921107902 
11673     |neg            |0.5            |aircraft       |-11.891651812999738 
11674     |neg            |0.5            |kicked         |-10.687679008673802 
11675     |neg            |0.5            |italian        |-10.793039524331629 
11676     |neg            |0.5            |despite        |-8.289783735875432 
11677     |neg            |0.5            |gunfire        |-11.603969740547956 
11678     |neg            |0.5            |merchandise    |-11.603969740547956 
11679     |neg            |0.5            |groan          |-10.687679008673802 
11680     |neg            |0.5            |jessica        |-10.592368828869477 
11681     |neg            |0.5            |reunion        |-10.687679008673802 
11682     |neg            |0.5            |loveless       |-10.910822559988011 
11683     |neg            |0.5            |self-centered  |-11.891651812999738 
11684     |neg            |0.5            |kicker         |-11.603969740547956 
11685     |neg            |0.5            |policeman      |-10.910822559988011 
11686     |neg            |0.5            |coincidentally |-11.198504632439793 
11687     |neg            |0.5            |teenagers      |-9.352677941941462 
11688     |neg            |0.5            |clashing       |-11.891651812999738 
11689     |neg            |0.5            |liberty        |-11.603969740547956 
11690     |neg            |0.5            |apprentice     |-12.297116921107902 
11691     |neg            |0.5            |meeting        |-9.812210271319902 
11692     |neg            |0.5            |landed         |-11.603969740547956 
11693     |neg            |0.5            |portions       |-10.687679008673802 
11694     |neg            |0.5            |displayed      |-10.425314744206311 
11695     |neg            |0.5            |began          |-9.622968271681374 
11696     |neg            |0.5            |claustrophobic |-11.603969740547956 
11697     |neg            |0.5            |fizzles        |-11.891651812999738 
11698     |neg            |0.5            |comparisons    |-10.425314744206311 
11699     |neg            |0.5            |shrewd         |-11.891651812999738 
11700     |neg            |0.5            |offend         |-11.603969740547956 
11701     |neg            |0.5            |demonstration  |-11.603969740547956 
11702     |neg            |0.5            |coaster        |-11.044353952612534 
11703     |neg            |0.5            |actions        |-9.493756540201367 
11704     |neg            |0.5            |penn           |-10.351206772052588 
11705     |neg            |0.5            |fateful        |-11.603969740547956 
11706     |neg            |0.5            |neatly         |-11.603969740547956 
11707     |neg            |0.5            |heinlein's     |-11.891651812999738 
11708     |neg            |0.5            |scrutiny       |-12.990264101667847 
11709     |neg            |0.5            |facts          |-9.945741663944425 
11710     |neg            |0.5            |costner        |-10.351206772052588 
11711     |neg            |0.5            |excuse         |-9.25259448338448 
11712     |neg            |0.5            |demonstrating  |-11.891651812999738 
11713     |neg            |0.5            |enlist         |-11.198504632439793 
11714     |neg            |0.5            |gives          |-7.999831514889111 
11715     |neg            |0.5            |pointless      |-8.815876831772211 
11716     |neg            |0.5            |implied        |-11.603969740547956 
11717     |neg            |0.5            |manhattan      |-11.044353952612534 
11718     |neg            |0.5            |theft          |-11.603969740547956 
11719     |neg            |0.5            |declaration    |-11.603969740547956 
11720     |neg            |0.5            |standing       |-9.899221648309531 
11721     |neg            |0.5            |deadpan        |-11.380826189233748 
11722     |neg            |0.5            |startling      |-10.910822559988011 
11723     |neg            |0.5            |hailed         |-11.891651812999738 
11724     |neg            |0.5            |implies        |-12.297116921107902 
11725     |neg            |0.5            |feelings       |-9.658059591492643 
11726     |neg            |0.5            |movie's        |-8.395144251533258 
11727     |neg            |0.5            |exploding      |-11.603969740547956 
11728     |neg            |0.5            |friendship     |-10.425314744206311 
11729     |neg            |0.5            |unknowingly    |-11.044353952612534 
11730     |neg            |0.5            |tucker's       |-11.380826189233748 
11731     |neg            |0.5            |juan           |-11.603969740547956 
11732     |neg            |0.5            |landau         |-11.380826189233748 
11733     |neg            |0.5            |disappointed   |-9.945741663944425 
11734     |neg            |0.5            |continue       |-9.658059591492643 
11735     |neg            |0.5            |inherent       |-11.380826189233748 
11736     |neg            |0.5            |offers         |-8.947212833833298 
11737     |neg            |0.5            |hayek          |-10.157050757611632 
11738     |neg            |0.5            |given          |-7.547846391146054 
11739     |neg            |0.5            |pronounced     |-11.198504632439793 
11740     |neg            |0.5            |hayes          |-11.603969740547956 
11741     |neg            |0.5            |liz's          |-11.044353952612534 
11742     |neg            |0.5            |casualties     |-11.891651812999738 
11743     |neg            |0.5            |secrets        |-10.505357451879847 
11744     |neg            |0.5            |disappears     |-9.854769885738698 
11745     |neg            |0.5            |chaplin        |-11.891651812999738 
11746     |neg            |0.5            |pinocchio      |-12.990264101667847 
11747     |neg            |0.5            |exaggerated    |-11.603969740547956 
11748     |neg            |0.5            |guilty         |-9.25259448338448 
11749     |neg            |0.5            |employees      |-10.910822559988011 
11750     |neg            |0.5            |rotating       |-11.198504632439793 
11751     |neg            |0.5            |four-star      |-12.990264101667847 
11752     |neg            |0.5            |quibble        |-12.297116921107902 
11753     |neg            |0.5            |capsule        |-9.812210271319902 
11754     |neg            |0.5            |sinks          |-10.910822559988011 
11755     |neg            |0.5            |asking         |-9.771388276799646 
11756     |neg            |0.5            |hooked         |-11.198504632439793 
11757     |neg            |0.5            |complaining    |-11.044353952612534 
11758     |neg            |0.5            |booming        |-11.891651812999738 
11759     |neg            |0.5            |newton         |-10.687679008673802 
11760     |neg            |0.5            |hooker         |-11.380826189233748 
11761     |neg            |0.5            |tongue-in-cheek|-10.793039524331629 
11762     |neg            |0.5            |attentions     |-11.380826189233748 
11763     |neg            |0.5            |volatile       |-11.603969740547956 
11764     |neg            |0.5            |dashing        |-11.198504632439793 
11765     |neg            |0.5            |windows        |-11.603969740547956 
11766     |neg            |0.5            |premiere       |-11.380826189233748 
11767     |neg            |0.5            |generic        |-9.556276897182702 
11768     |neg            |0.5            |marital        |-10.687679008673802 
11769     |neg            |0.5            |doyle          |-11.891651812999738 
11770     |neg            |0.5            |orgasm         |-11.891651812999738 
11771     |neg            |0.5            |typical        |-9.27669203496354 
11772     |neg            |0.5            |pets           |-11.603969740547956 
11773     |neg            |0.5            |forming        |-11.603969740547956 
11774     |neg            |0.5            |rosanna        |-11.380826189233748 
11775     |neg            |0.5            |assassination  |-11.603969740547956 
11776     |neg            |0.5            |circles        |-10.282213900565637 
11777     |neg            |0.5            |program        |-9.994531828113857 
11778     |neg            |0.5            |infant         |-12.990264101667847 
11779     |neg            |0.5            |scissorhands   |-12.297116921107902 
11780     |neg            |0.5            |judy           |-10.793039524331629 
11781     |neg            |0.5            |pete           |-11.380826189233748 
11782     |neg            |0.5            |trap           |-10.351206772052588 
11783     |neg            |0.5            |tarzan         |-9.556276897182702 
11784     |neg            |0.5            |tran           |-12.990264101667847 
11785     |neg            |0.5            |struggle       |-10.099892343771684 
11786     |neg            |0.5            |grows          |-9.812210271319902 
11787     |neg            |0.5            |judi           |-11.380826189233748 
11788     |neg            |0.5            |homicidal      |-10.793039524331629 
11789     |neg            |0.5            |reassuring     |-11.891651812999738 
11790     |neg            |0.5            |meets          |-8.54761284517753 
11791     |neg            |0.5            |caves          |-11.198504632439793 
11792     |neg            |0.5            |unfolds        |-11.198504632439793 
11793     |neg            |0.5            |insightful     |-11.198504632439793 
11794     |neg            |0.5            |outrageously   |-11.603969740547956 
11795     |neg            |0.5            |awhile         |-10.910822559988011 
11796     |neg            |0.5            |judd           |-9.899221648309531 
11797     |neg            |0.5            |jude           |-12.297116921107902 
11798     |neg            |0.5            |valuable       |-11.380826189233748 
11799     |neg            |0.5            |star-making    |-12.297116921107902 
11800     |neg            |0.5            |attenborough   |-12.297116921107902 
11801     |neg            |0.5            |pirate         |-11.603969740547956 
11802     |neg            |0.5            |make-up        |-10.217675379428066 
11803     |neg            |0.5            |artist         |-10.099892343771684 
11804     |neg            |0.5            |methods        |-10.505357451879847 
11805     |neg            |0.5            |half-baked     |-11.380826189233748 
11806     |neg            |0.5            |jaw-dropping   |-12.297116921107902 
11807     |neg            |0.5            |one-two        |-11.891651812999738 
11808     |neg            |0.5            |elite          |-11.603969740547956 
11809     |neg            |0.5            |crimson        |-12.990264101667847 
11810     |neg            |0.5            |theme          |-9.27669203496354 
11811     |neg            |0.5            |grown          |-10.157050757611632 
11812     |neg            |0.5            |barrel         |-11.603969740547956 
11813     |neg            |0.5            |desire         |-9.899221648309531 
11814     |neg            |0.5            |suffers        |-9.524528198868122 
11815     |neg            |0.5            |classics       |-10.157050757611632 
11816     |neg            |0.5            |terrified      |-11.198504632439793 
11817     |neg            |0.5            |miranda        |-12.990264101667847 
11818     |neg            |0.5            |unfortunately  |-7.717264543104101 
11819     |neg            |0.5            |heche          |-11.380826189233748 
11820     |neg            |0.5            |off-kilter     |-11.380826189233748 
11821     |neg            |0.5            |rookie         |-11.198504632439793 
11822     |neg            |0.5            |barren         |-11.891651812999738 
11823     |neg            |0.5            |encountered    |-11.603969740547956 
11824     |neg            |0.5            |smeared        |-11.603969740547956 
11825     |neg            |0.5            |mullen         |-12.990264101667847 
11826     |neg            |0.5            |wonderland     |-11.380826189233748 
11827     |neg            |0.5            |january        |-12.297116921107902 
11828     |neg            |0.5            |permanent      |-11.044353952612534 
11829     |neg            |0.5            |choice         |-9.326702455538202 
11830     |neg            |0.5            |facility       |-11.198504632439793 
11831     |neg            |0.5            |trey           |-11.891651812999738 
11832     |neg            |0.5            |civilization   |-10.592368828869477 
11833     |neg            |0.5            |defeated       |-11.380826189233748 
11834     |neg            |0.5            |replace        |-10.425314744206311 
11835     |neg            |0.5            |stomach        |-10.425314744206311 
11836     |neg            |0.5            |emulate        |-11.891651812999738 
11837     |neg            |0.5            |trek           |-9.229063985974285 
11838     |neg            |0.5            |unimpressive   |-11.198504632439793 
11839     |neg            |0.5            |worldwide      |-11.603969740547956 
11840     |neg            |0.5            |unassuming     |-12.990264101667847 
11841     |neg            |0.5            |peter's        |-12.990264101667847 
11842     |neg            |0.5            |group          |-8.122729651212266 
11843     |neg            |0.5            |gabrielle      |-11.891651812999738 
11844     |neg            |0.5            |gross          |-9.945741663944425 
11845     |neg            |0.5            |it's           |-5.699971219221251 
11846     |neg            |0.5            |acclaimed      |-11.198504632439793 
11847     |neg            |0.5            |tree           |-10.351206772052588 
11848     |neg            |0.5            |flooding       |-11.603969740547956 
11849     |neg            |0.5            |sailors        |-11.891651812999738 
11850     |neg            |0.5            |distrust       |-12.297116921107902 
11851     |neg            |0.5            |hurts          |-11.380826189233748 
11852     |neg            |0.5            |elise          |-12.297116921107902 
11853     |neg            |0.5            |sleepless      |-11.380826189233748 
11854     |neg            |0.5            |it'd           |-11.044353952612534 
11855     |neg            |0.5            |managing       |-11.891651812999738 
11856     |neg            |0.5            |exorcist       |-10.425314744206311 
11857     |neg            |0.5            |sustain        |-10.351206772052588 
11858     |neg            |0.5            |soap           |-9.463903577051687 
11859     |neg            |0.5            |jurassic       |-10.099892343771684 
11860     |neg            |0.5            |howard         |-10.793039524331629 
11861     |neg            |0.5            |their          |-5.9602911899614615 
11862     |neg            |0.5            |inherently     |-11.044353952612534 
11863     |neg            |0.5            |world-weary    |-11.891651812999738 
11864     |neg            |0.5            |fuller         |-11.380826189233748 
11865     |neg            |0.5            |inquisition    |-12.297116921107902 
11866     |neg            |0.5            |general        |-9.058438468943523 
11867     |neg            |0.5            |september      |-11.380826189233748 
11868     |neg            |0.5            |meandering     |-11.380826189233748 
11869     |neg            |0.5            |nicholson's    |-11.380826189233748 
11870     |neg            |0.5            |delves         |-11.891651812999738 
11871     |neg            |0.5            |glam           |-12.297116921107902 
11872     |neg            |0.5            |process        |-9.899221648309531 
11873     |neg            |0.5            |soda           |-11.198504632439793 
11874     |neg            |0.5            |simpsons       |-12.297116921107902 
11875     |neg            |0.5            |fulfilling     |-11.198504632439793 
11876     |neg            |0.5            |glad           |-10.351206772052588 
11877     |neg            |0.5            |sometime       |-11.891651812999738 
11878     |neg            |0.5            |rochon         |-10.592368828869477 
11879     |neg            |0.5            |trio           |-10.045825122501407 
11880     |neg            |0.5            |sethe's        |-12.990264101667847 
11881     |neg            |0.5            |trip           |-8.982930916435377 
11882     |neg            |0.5            |trim           |-12.297116921107902 
11883     |neg            |0.5            |mccabe         |-10.505357451879847 
11884     |neg            |0.5            |stooges        |-11.380826189233748 
11885     |neg            |0.5            |soft           |-10.592368828869477 
11886     |neg            |0.5            |jump           |-9.589066720005693 
11887     |neg            |0.5            |it+s           |-11.198504632439793 
11888     |neg            |0.5            |seamless       |-12.297116921107902 
11889     |neg            |0.5            |atlantis       |-12.990264101667847 
11890     |neg            |0.5            |dead-on        |-11.198504632439793 
11891     |neg            |0.5            |july           |-11.380826189233748 
11892     |neg            |0.5            |alchemy        |-12.990264101667847 
11893     |neg            |0.5            |warren         |-10.217675379428066 
11894     |neg            |0.5            |venture        |-10.910822559988011 
11895     |neg            |0.5            |unintentionally|-10.157050757611632 
11896     |neg            |0.5            |population     |-10.425314744206311 
11897     |neg            |0.5            |atlantic       |-11.198504632439793 
11898     |neg            |0.5            |ventura        |-9.994531828113857 
11899     |neg            |0.5            |star's         |-11.891651812999738 
11900     |neg            |0.5            |propensity     |-11.891651812999738 
11901     |neg            |0.5            |enthusiasm     |-11.044353952612534 
11902     |neg            |0.5            |trying         |-7.480875765039871 
11903     |neg            |0.5            |wisely         |-11.380826189233748 
11904     |neg            |0.5            |soil           |-11.603969740547956 
11905     |neg            |0.5            |interestingly  |-11.198504632439793 
11906     |neg            |0.5            |ryan_          |-11.198504632439793 
11907     |neg            |0.5            |spark          |-10.425314744206311 
11908     |neg            |0.5            |peter          |-8.298916219438704 
11909     |neg            |0.5            |integral       |-11.380826189233748 
11910     |neg            |0.5            |kidman         |-11.198504632439793 
11911     |neg            |0.5            |archetypal     |-12.297116921107902 
11912     |neg            |0.5            |hearing        |-10.282213900565637 
11913     |neg            |0.5            |wedding        |-9.019972188115727 
11914     |neg            |0.5            |spare          |-10.687679008673802 
11915     |neg            |0.5            |emotional      |-8.672775988131537 
11916     |neg            |0.5            |aykroyd        |-10.793039524331629 
11917     |neg            |0.5            |transition     |-11.044353952612534 
11918     |neg            |0.5            |girls'         |-11.198504632439793 
11919     |neg            |0.5            |traps          |-11.603969740547956 
11920     |neg            |0.5            |katherine      |-11.044353952612534 
11921     |neg            |0.5            |june           |-11.603969740547956 
11922     |neg            |0.5            |sandra         |-9.945741663944425 
11923     |neg            |0.5            |glee           |-11.603969740547956 
11924     |neg            |0.5            |junk           |-10.217675379428066 
11925     |neg            |0.5            |glen           |-10.592368828869477 
11926     |neg            |0.5            |represent      |-12.297116921107902 
11927     |neg            |0.5            |compete        |-11.891651812999738 
11928     |neg            |0.5            |accountant     |-11.603969740547956 
11929     |neg            |0.5            |moscow         |-12.297116921107902 
11930     |neg            |0.5            |inclined       |-11.380826189233748 
11931     |neg            |0.5            |roxbury        |-11.603969740547956 
11932     |neg            |0.5            |detmer         |-11.044353952612534 
11933     |neg            |0.5            |hold           |-8.9649124109327 
11934     |neg            |0.5            |trail          |-10.910822559988011 
11935     |neg            |0.5            |soft-spoken    |-11.603969740547956 
11936     |neg            |0.5            |correctly      |-10.910822559988011 
11937     |neg            |0.5            |rubber         |-10.505357451879847 
11938     |neg            |0.5            |featherstone   |-11.380826189233748 
11939     |neg            |0.5            |trait          |-10.425314744206311 
11940     |neg            |0.5            |serviceable    |-11.603969740547956 
11941     |neg            |0.5            |train          |-9.379346189023623 
11942     |neg            |0.5            |2001           |-9.771388276799646 
11943     |neg            |0.5            |creep          |-11.198504632439793 
11944     |neg            |0.5            |2000           |-10.045825122501407 
11945     |neg            |0.5            |scholar        |-11.380826189233748 
11946     |neg            |0.5            |danny          |-9.694427235663518 
11947     |neg            |0.5            |immediate      |-11.198504632439793 
11948     |neg            |0.5            |seams          |-11.603969740547956 
11949     |neg            |0.5            |relatively     |-9.899221648309531 
11950     |neg            |0.5            |patlabor       |-12.990264101667847 
11951     |neg            |0.5            |altman         |-11.891651812999738 
11952     |neg            |0.5            |some           |-5.885298653398006 
11953     |neg            |0.5            |subtlety       |-10.217675379428066 
11954     |neg            |0.5            |landlord       |-12.297116921107902 
11955     |neg            |0.5            |forbids        |-12.990264101667847 
11956     |neg            |0.5            |session        |-11.044353952612534 
11957     |neg            |0.5            |additional     |-11.891651812999738 
11958     |neg            |0.5            |ghostface      |-11.380826189233748 
11959     |neg            |0.5            |subtleties     |-11.603969740547956 
11960     |neg            |0.5            |seann          |-11.044353952612534 
11961     |neg            |0.5            |samurai        |-11.380826189233748 
11962     |neg            |0.5            |primarily      |-10.282213900565637 
11963     |neg            |0.5            |passes         |-10.045825122501407 
11964     |neg            |0.5            |diego          |-12.297116921107902 
11965     |neg            |0.5            |passed         |-9.732167563646366 
11966     |neg            |0.5            |hard-boiled    |-12.297116921107902 
11967     |neg            |0.5            |just           |-5.874681975483394 
11968     |neg            |0.5            |troy           |-10.793039524331629 
11969     |neg            |0.5            |quitting       |-11.380826189233748 
11970     |neg            |0.5            |sole           |-9.524528198868122 
11971     |neg            |0.5            |owner          |-9.229063985974285 
11972     |neg            |0.5            |spans          |-11.891651812999738 
11973     |neg            |0.5            |sold           |-10.793039524331629 
11974     |neg            |0.5            |midnight       |-10.425314744206311 
11975     |neg            |0.5            |jury           |-11.603969740547956 
11976     |neg            |0.5            |jakob          |-9.732167563646366 
11977     |neg            |0.5            |holy           |-10.045825122501407 
11978     |neg            |0.5            |remembering    |-11.891651812999738 
11979     |neg            |0.5            |lawnmower      |-11.198504632439793 
11980     |neg            |0.5            |solo           |-10.910822559988011 
11981     |neg            |0.5            |raymond        |-10.592368828869477 
11982     |neg            |0.5            |troi           |-11.380826189233748 
11983     |neg            |0.5            |tracks         |-9.945741663944425 
11984     |neg            |0.5            |home           |-7.6869591936087724 
11985     |neg            |0.5            |hole           |-9.694427235663518 
11986     |neg            |0.5            |material       |-8.178079746295431 
11987     |neg            |0.5            |owned          |-11.380826189233748 
11988     |neg            |0.5            |holm           |-11.603969740547956 
11989     |neg            |0.5            |terrorize      |-11.380826189233748 
11990     |neg            |0.5            |iron           |-11.603969740547956 
11991     |neg            |0.5            |explain        |-9.183601611897528 
11992     |neg            |0.5            |rehab          |-11.603969740547956 
11993     |neg            |0.5            |arguing        |-11.044353952612534 
11994     |neg            |0.5            |staple         |-10.910822559988011 
11995     |neg            |0.5            |answers        |-10.157050757611632 
11996     |neg            |0.5            |ennio          |-11.603969740547956 
11997     |neg            |0.5            |royalty        |-11.603969740547956 
11998     |neg            |0.5            |zhang          |-11.891651812999738 
11999     |neg            |0.5            |hope           |-8.375143584826588 
12000     |neg            |0.5            |soon           |-8.041504211289679 
12001     |neg            |0.5            |collaborator   |-12.297116921107902 
12002     |neg            |0.5            |sony           |-11.380826189233748 
12003     |neg            |0.5            |tables         |-10.505357451879847 
12004     |neg            |0.5            |hook           |-10.217675379428066 
12005     |neg            |0.5            |sons           |-10.910822559988011 
12006     |neg            |0.5            |husbands       |-11.380826189233748 
12007     |neg            |0.5            |hoot           |-12.297116921107902 
12008     |neg            |0.5            |song           |-9.352677941941462 
12009     |neg            |0.5            |python         |-11.603969740547956 
12010     |neg            |0.5            |heartless      |-10.910822559988011 
12011     |neg            |0.5            |ridicule       |-11.380826189233748 
12012     |neg            |0.5            |classified     |-11.891651812999738 
12013     |neg            |0.5            |cream          |-10.282213900565637 
12014     |neg            |0.5            |hood           |-10.425314744206311 
12015     |neg            |0.5            |tarantino      |-10.505357451879847 
12016     |neg            |0.5            |vacant         |-11.891651812999738 
12017     |neg            |0.5            |heavy          |-9.206074467749586 
12018     |neg            |0.5            |hong           |-9.206074467749586 
12019     |neg            |0.5            |hindu          |-12.990264101667847 
12020     |neg            |0.5            |singh          |-11.891651812999738 
12021     |neg            |0.5            |machinery      |-12.297116921107902 
12022     |neg            |0.5            |dragons        |-11.603969740547956 
12023     |neg            |0.5            |summed         |-11.380826189233748 
12024     |neg            |0.5            |sings          |-11.891651812999738 
12025     |neg            |0.5            |britain        |-12.297116921107902 
12026     |neg            |0.5            |pollak         |-11.198504632439793 
12027     |neg            |0.5            |unpleasant     |-10.099892343771684 
12028     |neg            |0.5            |gloria         |-10.592368828869477 
12029     |neg            |0.5            |osmond         |-12.990264101667847 
12030     |neg            |0.5            |summer         |-8.146077015209256 
12031     |neg            |0.5            |robert         |-8.571423493871249 
12032     |neg            |0.5            |nikki          |-11.198504632439793 
12033     |neg            |0.5            |creek          |-10.910822559988011 
12034     |neg            |0.5            |bobby          |-9.994531828113857 
12035     |neg            |0.5            |austin         |-9.899221648309531 
12036     |neg            |0.5            |brunette       |-10.910822559988011 
12037     |neg            |0.5            |incidents      |-11.603969740547956 
12038     |neg            |0.5            |kermit         |-12.297116921107902 
12039     |neg            |0.5            |together       |-7.808480551375762 
12040     |neg            |0.5            |klein          |-11.380826189233748 
12041     |neg            |0.5            |looters        |-12.297116921107902 
12042     |neg            |0.5            |within         |-8.583544854403595 
12043     |neg            |0.5            |amber          |-12.297116921107902 
12044     |neg            |0.5            |sabrina        |-11.603969740547956 
12045     |neg            |0.5            |scummy         |-11.198504632439793 
12046     |neg            |0.5            |philip's       |-11.044353952612534 
12047     |neg            |0.5            |machine        |-9.229063985974285 
12048     |neg            |0.5            |infidelity     |-12.297116921107902 
12049     |neg            |0.5            |efficiently    |-11.603969740547956 
12050     |neg            |0.5            |shackleton     |-12.990264101667847 
12051     |neg            |0.5            |return         |-8.770756396491741 
12052     |neg            |0.5            |bowler         |-11.198504632439793 
12053     |neg            |0.5            |inconsequential|-11.891651812999738 
12054     |neg            |0.5            |practically    |-9.771388276799646 
12055     |neg            |0.5            |scientology    |-10.910822559988011 
12056     |neg            |0.5            |distancing     |-11.603969740547956 
12057     |neg            |0.5            |seats          |-11.044353952612534 
12058     |neg            |0.5            |shears         |-12.297116921107902 
12059     |neg            |0.5            |fine           |-8.479404595150998 
12060     |neg            |0.5            |find           |-7.341289863506642 
12061     |neg            |0.5            |host           |-10.217675379428066 
12062     |neg            |0.5            |stand-out      |-12.990264101667847 
12063     |neg            |0.5            |hawke          |-11.891651812999738 
12064     |neg            |0.5            |dreyfuss       |-10.217675379428066 
12065     |neg            |0.5            |breezy         |-12.297116921107902 
12066     |neg            |0.5            |progressed     |-11.891651812999738 
12067     |neg            |0.5            |pilots         |-11.380826189233748 
12068     |neg            |0.5            |downs          |-11.380826189233748 
12069     |neg            |0.5            |illustrate     |-11.891651812999738 
12070     |neg            |0.5            |hose           |-11.198504632439793 
12071     |neg            |0.5            |definitive     |-11.891651812999738 
12072     |neg            |0.5            |sort           |-8.236673910561484 
12073     |neg            |0.5            |film           |-4.911265842982694 
12074     |neg            |0.5            |fill           |-9.732167563646366 
12075     |neg            |0.5            |hears          |-10.910822559988011 
12076     |neg            |0.5            |transforming   |-11.891651812999738 
12077     |neg            |0.5            |conrad's       |-11.198504632439793 
12078     |neg            |0.5            |wanders        |-10.157050757611632 
12079     |neg            |0.5            |heart          |-8.686199008463678 
12080     |neg            |0.5            |trash          |-9.556276897182702 
12081     |neg            |0.5            |scientists     |-10.282213900565637 
12082     |neg            |0.5            |progresses     |-10.282213900565637 
12083     |neg            |0.5            |flaws          |-9.732167563646366 
12084     |neg            |0.5            |true           |-8.365291288383577 
12085     |neg            |0.5            |grunting       |-11.198504632439793 
12086     |neg            |0.5            |concoction     |-11.891651812999738 
12087     |neg            |0.5            |tactics        |-11.198504632439793 
12088     |neg            |0.5            |sore           |-11.380826189233748 
12089     |neg            |0.5            |glow           |-12.297116921107902 
12090     |neg            |0.5            |petty          |-11.044353952612534 
12091     |neg            |0.5            |laughter       |-9.771388276799646 
12092     |neg            |0.5            |since          |-7.247260913858366 
12093     |neg            |0.5            |sentiment      |-10.910822559988011 
12094     |neg            |0.5            |soup           |-11.044353952612534 
12095     |neg            |0.5            |soul           |-9.694427235663518 
12096     |neg            |0.5            |stalking       |-11.044353952612534 
12097     |neg            |0.5            |groove         |-12.990264101667847 
12098     |neg            |0.5            |dangerous      |-9.622968271681374 
12099     |neg            |0.5            |troubles       |-11.380826189233748 
12100     |neg            |0.5            |sour           |-10.793039524331629 
12101     |neg            |0.5            |archetypes     |-11.891651812999738 
12102     |neg            |0.5            |hour           |-8.138233837748231 
12103     |neg            |0.5            |seagal         |-9.589066720005693 
12104     |neg            |0.5            |troubled       |-10.592368828869477 
12105     |neg            |0.5            |singularly     |-11.044353952612534 
12106     |neg            |0.5            |polley         |-11.891651812999738 
12107     |neg            |0.5            |heard          |-8.831381018308177 
12108     |neg            |0.5            |falling        |-9.524528198868122 
12109     |neg            |0.5            |uninteresting  |-9.27669203496354 
12110     |neg            |0.5            |sought         |-11.891651812999738 
12111     |neg            |0.5            |finn           |-10.592368828869477 
